accession	domain	phylum	class	order	family	genus	species	ambiguous_bases	checkm2_completeness	checkm2_contamination	checkm2_model	checkm_completeness	checkm_contamination	checkm_marker_count	checkm_marker_lineage	checkm_marker_set_count	checkm_strain_heterogeneity	coding_bases	coding_density	contig_count	gc_count	gc_percentage	genome_size	gtdb_genome_representative	gtdb_representative	gtdb_taxonomy	gtdb_type_designation_ncbi_taxa	gtdb_type_designation_ncbi_taxa_sources	gtdb_type_species_of_genus	l50_contigs	l50_scaffolds	longest_contig	longest_scaffold	lsu_23s_contig_len	lsu_23s_count	lsu_23s_length	lsu_23s_query_id	lsu_5s_contig_len	lsu_5s_count	lsu_5s_length	lsu_5s_query_id	lsu_silva_23s_blast_align_len	lsu_silva_23s_blast_bitscore	lsu_silva_23s_blast_evalue	lsu_silva_23s_blast_perc_identity	lsu_silva_23s_blast_subject_id	lsu_silva_23s_taxonomy	mean_contig_length	mean_scaffold_length	mimag_high_quality	mimag_low_quality	mimag_medium_quality	n50_contigs	n50_scaffolds	ncbi_assembly_level	ncbi_assembly_name	ncbi_assembly_type	ncbi_bioproject	ncbi_biosample	ncbi_contig_count	ncbi_contig_n50	ncbi_country	ncbi_date	ncbi_genbank_assembly_accession	ncbi_genome_category	ncbi_genome_representation	ncbi_isolate	ncbi_isolation_source	ncbi_lat_lon	ncbi_molecule_count	ncbi_ncrna_count	ncbi_organism_name	ncbi_protein_count	ncbi_refseq_category	ncbi_rrna_count	ncbi_scaffold_count	ncbi_scaffold_l50	ncbi_scaffold_n50	ncbi_scaffold_n75	ncbi_scaffold_n90	ncbi_seq_rel_date	ncbi_spanned_gaps	ncbi_species_taxid	ncbi_ssu_count	ncbi_strain_identifiers	ncbi_submitter	ncbi_taxid	ncbi_taxonomy	ncbi_taxonomy_unfiltered	ncbi_total_gap_length	ncbi_total_length	ncbi_translation_table	ncbi_trna_count	ncbi_type_material_designation	ncbi_ungapped_length	ncbi_unspanned_gaps	ncbi_wgs_master	protein_count	scaffold_count	ssu_contig_len	ssu_count	ssu_gg_blast_align_len	ssu_gg_blast_bitscore	ssu_gg_blast_evalue	ssu_gg_blast_perc_identity	ssu_gg_blast_subject_id	ssu_gg_taxonomy	ssu_length	ssu_query_id	ssu_silva_blast_align_len	ssu_silva_blast_bitscore	ssu_silva_blast_evalue	ssu_silva_blast_perc_identity	ssu_silva_blast_subject_id	ssu_silva_taxonomy	total_gap_length	trna_aa_count	trna_count	trna_selenocysteine_count
GB_GCA_018238725.1	Archaea	Asgardarchaeota	Lokiarchaeia	Sigyniarchaeales	SOKP01	SOKP01	SOKP01 sp018238625	0	98.45	7.6	General	89.25	5.68	149	k__Archaea (UID2)	107	36.36	3612427	87.86121417531007	174	1316304	32.01506014206442	4111515	GB_GCA_018238625.1	f	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigyniarchaeales;f__SOKP01;g__SOKP01;s__SOKP01 sp018238625	not type material	none	f	37	37	113024	113024	none	0	none	none	none	0	none	none	none	none	none	none	none	none	23629	23629	f	f	t	34691	34691	Contig	ASM1823872v1	na	PRJNA628571	SAMN14734417	174	34691	China: Haima cold seep	2021-05-03	GCA_018238725.1	derived from metagenome	full	HM4_B16	cold seep	none	0	none	Promethearchaeota archaeon	none	na	none	none	none	none	none	none	2021-05-03	0	2053489	none	HM4_B16	Institute of Deep-sea Science and Engineering, Chinese Academy of Sciences	2053489	d__Archaea;p__Promethearchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Promethearchaeota;x__unclassified Promethearchaeota;s__Promethearchaeota archaeon	0	4111515	none	none	na	4111515	0	JABCSU000000000.1	4005	174	102963	1	none	none	none	none	none	none	1490	JABCSU010000002.1	1456	2639	0	99.382	HQ700683.1.1459	Archaea;Asgardarchaeota;Lokiarchaeia;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured crenarchaeote	0	16	43	0
GB_GCA_018238305.1	Archaea	Asgardarchaeota	Lokiarchaeia	Sigyniarchaeales	SOKP01	SOKP01	SOKP01 sp018238625	0	97.64	6.77	General	91.59	6.23	149	k__Archaea (UID2)	107	30.0	3312537	87.75546157400147	411	1221788	32.36750861517203	3774736	GB_GCA_018238625.1	f	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigyniarchaeales;f__SOKP01;g__SOKP01;s__SOKP01 sp018238625	not type material	none	f	102	102	41703	41703	41703	1	3025	JABCTO010000001.1	none	0	none	none	3058	3897	0	89.928	JYIM01000373.485.3826	Archaea;Asgardarchaeota;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;Lokiarchaeum sp. GC14_75	9184	9184	f	f	t	11523	11523	Contig	ASM1823830v1	na	PRJNA628571	SAMN14734423	411	11523	China: Haima cold seep	2021-05-03	GCA_018238305.1	derived from metagenome	full	HM5_B52	cold seep	none	0	none	Promethearchaeota archaeon	none	na	none	none	none	none	none	none	2021-05-03	0	2053489	none	HM5_B52	Institute of Deep-sea Science and Engineering, Chinese Academy of Sciences	2053489	d__Archaea;p__Promethearchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Promethearchaeota;x__unclassified Promethearchaeota;s__Promethearchaeota archaeon	0	3774736	none	none	na	3774736	0	JABCTO000000000.1	3906	411	27583	1	none	none	none	none	none	none	1490	JABCTO010000009.1	1456	2645	0	99.451	HQ700683.1.1459	Archaea;Asgardarchaeota;Lokiarchaeia;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured crenarchaeote	0	15	39	0
GB_GCA_004524565.1	Archaea	Asgardarchaeota	Thorarchaeia	Thorarchaeales	Thorarchaeaceae	SMTZ1-45	SMTZ1-45 sp004524565	0	86.32	4.06	General	90.19	0.47	149	k__Archaea (UID2)	107	0.0	2850664	90.99798989168016	218	1302711	41.5847263689374	3132667	GB_GCA_004524565.1	t	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-45;s__SMTZ1-45 sp004524565	not type material	none	f	51	51	123680	123680	none	0	none	none	none	0	none	none	none	none	none	none	none	none	14370	14370	f	f	t	18527	18527	Contig	ASM452456v1	na	PRJNA483005	SAMN10768445	218	18527	Romania: Amara	2019-03-29	GCA_004524565.1	derived from metagenome	full	AMARA_8	lake sediment	44.6085139 N 27.331375 E	0	0	Candidatus Thorarchaeota archaeon	none	na	1	none	none	none	none	none	2019-03-29	0	2053491	0	AMARA_8	Babes-Bolyai University	2053491	d__Archaea;p__Candidatus Thorarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Candidatus Thorarchaeota;x__unclassified Candidatus Thorarchaeota;s__Candidatus Thorarchaeota archaeon	0	3132667	11	34	na	3132667	0	SDNZ00000000.1	3160	218	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	19	42	1
GB_GCA_018238445.1	Archaea	Asgardarchaeota	Thorarchaeia	Thorarchaeales	Thorarchaeaceae	WTCK01	WTCK01 sp018238375	0	94.84	5.72	General	93.93	4.21	149	k__Archaea (UID2)	107	0.0	2712206	89.27339216415577	113	1459031	48.02461414902126	3038090	GB_GCA_018238375.1	f	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__WTCK01;s__WTCK01 sp018238375	not type material	none	f	20	20	182411	182411	48574	1	861	JABCTI010000019.1	none	0	none	none	233	111	1.11e-22	76.395	CP002530.2616567.2619444	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides salanitronis DSM 18170	26885	26885	f	f	t	47652	47652	Contig	ASM1823844v1	na	PRJNA628571	SAMN14734414	113	47652	China: Haima cold seep	2021-05-03	GCA_018238445.1	derived from metagenome	full	HM4_B91	cold seep	none	0	none	Candidatus Thorarchaeota archaeon	none	na	none	none	none	none	none	none	2021-05-03	0	2053491	none	HM4_B91	Institute of Deep-sea Science and Engineering, Chinese Academy of Sciences	2053491	d__Archaea;p__Candidatus Thorarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Candidatus Thorarchaeota;x__unclassified Candidatus Thorarchaeota;s__Candidatus Thorarchaeota archaeon	0	3038090	none	none	na	3038090	0	JABCTI000000000.1	3013	113	28632	1	none	none	none	none	none	none	642	JABCTI010000034.1	355	193	3.18e-47	76.901	DQ228515.1.1464	Archaea;Asgardarchaeota;Lokiarchaeia;Odinarchaeales;Incertae Sedis;LCB-4;uncultured archaeon	0	19	50	1
GB_GCA_019894665.1	Archaea	Asgardarchaeota	Thorarchaeia	Thorarchaeales	Thorarchaeaceae	SMTZ1-45	SMTZ1-45 sp019894665	9	90.34	3.63	General	88.32	4.74	149	k__Archaea (UID2)	107	20.0	2720569	89.3476815841709	482	1349175	44.357541825972	3044924	GB_GCA_019894665.1	t	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-45;s__SMTZ1-45 sp019894665	not type material	none	f	49	41	101271	160853	10781	2	1343	JAGXOC010000075.1	16207	1	114	JAGXOC010000054.1	651	115	1.35e-23	70.507	HE574566.25187.28291	Archaea;Thermoproteota;Nitrososphaeria;Nitrosocaldales;Nitrosocaldaceae;Candidatus Nitrosocaldus;uncultured archaeon	6310	6888	f	f	t	16280	20890	Scaffold	ASM1989466v1	na	PRJNA680161	SAMN18946039	482	16280	Russia: Cape Chukochii	2021-09-07	GCA_019894665.1	derived from metagenome	full	bin66	permafrost sediment	70.05 N 159.55 E	0	0	Candidatus Thorarchaeota archaeon	none	na	3	442	41	20890	9070	3607	2021-09-07	40	2053491	0	bin66	Princeton University	2053491	d__Archaea;p__Candidatus Thorarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Candidatus Thorarchaeota;x__unclassified Candidatus Thorarchaeota;s__Candidatus Thorarchaeota archaeon	3324	3044924	11	57	na	3041600	0	JAGXOC000000000.1	3369	442	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	3324	17	59	0
GB_GCA_018383875.1	Archaea	Asgardarchaeota	Jordiarchaeia	Jordiarchaeales	Jordiarchaeaceae	Jordiarchaeum	Jordiarchaeum sp018383815	9	94.57	4.91	General	94.86	3.27	149	k__Archaea (UID2)	107	0.0	2942857	79.97539475332655	282	1546199	42.04884217396625	3679703	GB_GCA_018383815.1	f	d__Archaea;p__Asgardarchaeota;c__Jordiarchaeia;o__Jordiarchaeales;f__Jordiarchaeaceae;g__Jordiarchaeum;s__Jordiarchaeum sp018383815	not type material	none	f	53	52	93986	93986	none	0	none	none	none	0	none	none	none	none	none	none	none	none	13039	14544	f	f	t	20234	20424	Scaffold	ASM1838387v1	na	PRJNA544494	SAMN18804111	282	20234	China: QuZhuoMu village; CuoNa county;Tibet Plateau; QZM_A2 pool	2021-05-17	GCA_018383875.1	derived from metagenome	full	QZM_A2	hot spring sediment	28.24816 N 91.80855 E	0	0	Candidatus Jordarchaeia archaeon	none	na	2	253	52	20424	11949	6430	2021-05-17	29	3067279	1	QZM_A2	The University of Texas at Austin	3067279	d__Archaea;p__;c__Candidatus Jordarchaeia;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;x__Promethearchaeati incertae sedis;c__Candidatus Jordarchaeia;x__unclassified Candidatus Jordarchaeia;s__Candidatus Jordarchaeia archaeon	2544	3679703	11	43	na	3677159	0	JAHAWT000000000.1	3600	253	4538	1	none	none	none	none	none	none	1535	JAHAWT010000216.1	1519	2178	0	92.693	KP091068.1.1520	Archaea;Thermoproteota;Bathyarchaeia;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured archaeon	2544	17	38	0
GB_GCA_004524445.1	Archaea	Asgardarchaeota	Thorarchaeia	Thorarchaeales	Thorarchaeaceae	TEKIR-14	TEKIR-14 sp004524445	0	90.08	5.41	General	90.19	0.93	149	k__Archaea (UID2)	107	0.0	2505193	89.70502033694262	64	1245067	44.58289662946374	2792701	GB_GCA_004524445.1	t	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__TEKIR-14;s__TEKIR-14 sp004524445	not type material	none	f	14	14	162459	162459	none	0	none	none	41981	1	115	SDNP01000027.1	none	none	none	none	none	none	43635	43635	f	f	t	73012	73012	Contig	ASM452444v1	na	PRJNA483005	SAMN10768455	64	73012	Romania: Tekirghiol	2019-03-29	GCA_004524445.1	derived from metagenome	full	TEKIR_14	lake sediment	44.0552806 N 28.6053 E	0	0	Candidatus Thorarchaeota archaeon	none	na	2	none	none	none	none	none	2019-03-29	0	2053491	1	TEKIR_14	Babes-Bolyai University	2053491	d__Archaea;p__Candidatus Thorarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Candidatus Thorarchaeota;x__unclassified Candidatus Thorarchaeota;s__Candidatus Thorarchaeota archaeon	0	2792701	11	35	na	2792701	0	SDNP00000000.1	2728	64	97140	1	none	none	none	none	none	none	1612	SDNP01000007.1	573	392	7.53e-107	79.407	AB644695.1.902	Archaea;Asgardarchaeota;Lokiarchaeia;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured archaeon	0	18	45	1
GB_GCA_964486045.1	Archaea	Asgardarchaeota	Lokiarchaeia	Sigyniarchaeales	SOKP01	Loki-b32	Loki-b32 sp964486045	0	99.01	7.8	General	88.65	4.21	149	k__Archaea (UID2)	107	0.0	4414195	85.1584815373996	58	1618235	31.22404805566876	5183506	GB_GCA_964486045.1	t	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigyniarchaeales;f__SOKP01;g__Loki-b32;s__Loki-b32 sp964486045	not type material	none	f	8	7	656595	998005	998005	1	3092	CAZALK010000001.1	none	0	none	none	2129	3295	0	94.598	JYIM01000373.485.3826	Archaea;Asgardarchaeota;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;Lokiarchaeum sp. GC14_75	89356	115189	f	f	t	215716	215716	Scaffold	binchicken_co136_26	na	PRJEB82487	SAMEA117383014	58	215716	none	2025-01-14	GCA_964486045.1	derived from metagenome	full	binchicken_co136_26	none	none	0	none	uncultured archaeon	none	na	none	45	7	215716	153243	70484	2025-01-14	13	115547	none	binchicken_co136_26	Centre for Microbiome Research	115547	d__Archaea;p__;c__;o__;f__;g__;s__	d__Archaea;x__environmental samples;s__uncultured archaeon	850	5183506	none	none	na	5182656	0	CAZALK000000000.1	4837	45	998005	1	none	none	none	none	none	none	1492	CAZALK010000001.1	1423	2562	0	99.157	JQ989731.1.1423	Archaea;Asgardarchaeota;Lokiarchaeia;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured archaeon	850	18	40	1
GB_GCA_964391265.1	Archaea	Asgardarchaeota	Thorarchaeia	Thorarchaeales	Thorarchaeaceae	MP5-2226	MP5-2226 sp964391265	0	74.34	2.48	General	78.97	4.21	149	k__Archaea (UID2)	107	0.0	3132317	89.67429937592202	501	1518690	43.49350170673095	3492993	GB_GCA_964391265.1	t	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__MP5-2226;s__MP5-2226 sp964391265	not type material	none	f	112	103	72019	72019	24296	1	927	CAYMLT010000018.1	none	0	none	none	288	135	7.1e-30	75.694	MTMB01000003.340440.343536	Archaea;Thermoproteota;Nitrososphaeria;Caldarchaeales;Geothermarchaeaceae;Incertae Sedis;Candidatus Geothermarchaeota archaeon JdFR-14	6969	8066	f	f	t	9303	9994	Scaffold	binchicken_co129_606	na	PRJEB82487	SAMEA117382938	501	9303	none	2025-01-12	GCA_964391265.1	derived from metagenome	full	binchicken_co129_606	none	none	0	none	uncultured archaeon	none	na	none	433	103	9994	5934	4019	2025-01-12	68	115547	none	binchicken_co129_606	Centre for Microbiome Research	115547	d__Archaea;p__;c__;o__;f__;g__;s__	d__Archaea;x__environmental samples;s__uncultured archaeon	1230	3492993	none	none	na	3491763	0	CAYMLT000000000.1	3758	433	26415	1	none	none	none	none	none	none	500	CAYMLT010000014.1	100	119	4.21e-25	88	AB611659.1.945	Archaea;Micrarchaeota;Micrarchaeia;Micrarchaeales;Incertae Sedis;Incertae Sedis;uncultured euryarchaeote	1230	16	38	1
GB_GCA_030669595.1	Archaea	Asgardarchaeota	Thorarchaeia	Thorarchaeales	Thorarchaeaceae	WTCK01	WTCK01 sp030669595	0	84.59	4.51	General	90.12	3.27	149	k__Archaea (UID2)	107	25.0	1940319	89.4507428723167	161	1059493	48.84373956963748	2169148	GB_GCA_030669595.1	t	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__WTCK01;s__WTCK01 sp030669595	not type material	none	f	39	39	71640	71640	8126	1	2696	DAOVDG010000097.1	6329	1	111	DAOVDG010000113.1	2235	464	2.36e-128	71.275	KX764886.1.3038	Archaea;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured archaeon	13472	13472	f	f	t	17664	17664	Contig	ASM3066959v1	na	PRJNA950938	SAMN34048754	161	17664	none	2023-08-07	GCA_030669595.1	derived from metagenome	full	CSMAG_1051	cold seep	none	0	none	Candidatus Thorarchaeota archaeon	none	na	none	none	none	none	none	none	2023-08-07	0	2053491	none	CSMAG_1051	Third Institute of Oceanography, Ministry of Natural Resources	2053491	d__Archaea;p__Candidatus Thorarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Candidatus Thorarchaeota;x__unclassified Candidatus Thorarchaeota;s__Candidatus Thorarchaeota archaeon	0	2169148	none	none	na	2169148	0	DAOVDG000000000.1	2199	161	31695	1	none	none	none	none	none	none	1531	DAOVDG010000012.1	1018	656	0	78.585	EU420696.1.1474	Archaea;Asgardarchaeota;Lokiarchaeia;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured archaeon	0	16	32	0
GB_GCA_038843635.1	Archaea	Asgardarchaeota	Njordarchaeia	Njordarchaeales	Panguiarchaeaceae	Panguiarchaeum	Panguiarchaeum symbiosum	0	77.8	1.14	General	84.27	0.47	149	k__Archaea (UID2)	107	0.0	1130704	89.88779765737662	36	505796	40.20968347144756	1257906	GB_GCA_024720975.1	f	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Panguiarchaeaceae;g__Panguiarchaeum;s__Panguiarchaeum symbiosum	not type material	none	f	6	6	183577	183577	83534	1	2979	JAWBRX010000004.1	none	0	none	none	2950	1083	0	74.068	CP000504.1594574.1597615	Archaea;Thermoproteota;Thermoproteia;Thermoproteales;Thermoproteaceae;Pyrobaculum;Pyrobaculum islandicum DSM 4184	34941	35940	f	f	t	57206	57206	Scaffold	ASM3884363v1	na	PRJNA544494	SAMN36039153	36	57206	none	2024-04-30	GCA_038843635.1	derived from metagenome	full	JZ-1_201705_bins_86	none	none	0	0	Thermoproteota archaeon	none	na	2	35	6	57206	27443	15632	2024-04-30	1	2056631	1	JZ-1_201705_bins_86	The University of Texas at Austin	2056631	d__Archaea;p__Thermoproteota;c__;o__;f__;g__;s__	d__Archaea;x__Thermoproteati;p__Thermoproteota;x__unclassified Thermoproteota;s__Thermoproteota archaeon	10	1257906	11	44	na	1257896	0	JAWBRX000000000.1	1201	35	83534	1	none	none	none	none	none	none	1515	JAWBRX010000004.1	1399	992	0	79.914	DQ228522.1.1438	Archaea;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured archaeon	10	19	44	0
GB_GCA_024276395.1	Archaea	Asgardarchaeota	Heimdallarchaeia	Hodarchaeales	S146-22	JAJRXH01	JAJRXH01 sp024276395	0	85.67	5.86	General	84.35	1.4	149	k__Archaea (UID2)	107	0.0	3147847	83.81929407303817	759	1515232	40.346839156057385	3755516	GB_GCA_024276395.1	t	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Hodarchaeales;f__S146-22;g__JAJRXH01;s__JAJRXH01 sp024276395	not type material	none	f	191	191	36252	36252	none	0	none	none	none	0	none	none	none	none	none	none	none	none	4947	4947	f	f	t	6346	6346	Contig	ASM2427639v1	na	PRJNA771178	SAMN22253154	759	6346	Indian Ocean: Longqi hydrothermal vent field; ultraslow-spreading Southwestern Indian Ridge	2022-07-15	GCA_024276395.1	derived from metagenome	full	Dive96_bin3.136	active black smoker DFF12	37.78 S 49.64 E	0	none	archaeon	none	na	none	none	none	none	none	none	2022-07-15	0	1906665	none	Dive96_bin3.136	Second Organization of Oceanography, State Oceanic Administration	1906665	d__Archaea;p__;c__;o__;f__;g__;s__	d__Archaea;x__unclassified Archaea;s__archaeon	0	3755516	none	none	na	3755516	0	JAJRXH000000000.1	3678	759	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	17	38	0
GB_GCA_048882825.1	Archaea	Asgardarchaeota	Thorarchaeia	Thorarchaeales	Thorarchaeaceae	SMTZ1-83	SMTZ1-83 sp048882485	0	86.62	5.47	General	90.65	7.48	149	k__Archaea (UID2)	107	20.0	3623607	89.96042950336904	166	1860190	46.20326216356718	4028001	GB_GCA_048882485.1	f	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-83;s__SMTZ1-83 sp048882485	not type material	none	f	16	14	346037	399717	145891	1	3058	JBHLRF010000004.1	11110	1	112	JBHLRF010000072.1	1510	331	2.84e-88	71.457	CP006867.388300.391334	Archaea;Thermoproteota;Thermoproteia;Desulfurococcales;Ignicoccaceae;Ignicoccus;Ignicoccus islandicus DSM 13165	24253	27401	f	f	t	64357	75514	Scaffold	ASM4888282v1	na	PRJNA1162170	SAMN43852965	166	64357	none	2025-03-24	GCA_048882825.1	derived from metagenome	full	TM1M.175	none	none	0	0	Candidatus Thorarchaeota archaeon	none	na	2	147	14	75514	29106	11710	2025-03-24	19	2053491	0	TM1M.175	East china normal University	2053491	d__Archaea;p__Candidatus Thorarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Candidatus Thorarchaeota;x__unclassified Candidatus Thorarchaeota;s__Candidatus Thorarchaeota archaeon	1900	4028001	11	37	na	4026101	0	JBHLRF000000000.1	3910	147	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	1900	19	38	0
GB_GCA_016840785.1	Archaea	Asgardarchaeota	Thorarchaeia	Thorarchaeales	Thorarchaeaceae	SMTZ1-45	SMTZ1-45 sp016839275	0	82.41	2.68	General	80.84	0.47	149	k__Archaea (UID2)	107	0.0	2818432	90.53039209262108	146	1343858	43.16584244601452	3113244	GB_GCA_016839275.1	f	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-45;s__SMTZ1-45 sp016839275	not type material	none	f	20	20	200487	200487	none	0	none	none	none	0	none	none	none	none	none	none	none	none	21323	21323	f	f	t	45134	45134	Contig	ASM1684078v1	na	PRJNA680430	SAMN16492183	146	45134	China: Mai Po Nature Reserve	2021-02-09	GCA_016840785.1	derived from metagenome	full	MP5_5_633	coastal marine sediment	22.497917 N 114.029450 E	0	none	Candidatus Thorarchaeota archaeon	none	na	none	none	none	none	none	none	2021-02-09	0	2053491	none	MP5_5_633	Shenzhen Univeristy	2053491	d__Archaea;p__Candidatus Thorarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Candidatus Thorarchaeota;x__unclassified Candidatus Thorarchaeota;s__Candidatus Thorarchaeota archaeon	0	3113244	none	none	na	3113244	0	JAEORQ000000000.1	3091	146	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	14	25	1
GB_GCA_048939905.1	Archaea	Asgardarchaeota	Thorarchaeia	Thorarchaeales	Thorarchaeaceae	SMTZ1-83	SMTZ1-83 sp048939905	0	74.38	4.59	General	82.71	1.4	149	k__Archaea (UID2)	107	0.0	2125270	90.77001203137124	292	1170646	50.01010330145132	2341379	GB_GCA_048939905.1	t	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-83;s__SMTZ1-83 sp048939905	not type material	none	f	80	78	34735	34735	none	0	none	none	none	0	none	none	none	none	none	none	none	none	8016	8332	f	f	t	9842	9993	Scaffold	ASM4893990v1	na	PRJNA1162170	SAMN43852909	292	9842	none	2025-03-25	GCA_048939905.1	derived from metagenome	full	DZ3S.363	none	none	0	0	Promethearchaeota archaeon	none	na	2	281	78	9993	6370	4487	2025-03-25	11	2053489	0	DZ3S.363	East china normal University	2053489	d__Archaea;p__Promethearchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Promethearchaeota;x__unclassified Promethearchaeota;s__Promethearchaeota archaeon	560	2341379	11	27	na	2340819	0	JBHLPB000000000.1	2503	281	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	560	15	30	0
GB_GCA_030631995.1	Archaea	Asgardarchaeota	Heimdallarchaeia	Heimdallarchaeales	Heimdallarchaeaceae	UBA460	UBA460 sp030631995	0	76.35	1.02	General	81.16	0.78	149	k__Archaea (UID2)	107	50.0	1138764	91.36835416225377	116	419246	33.63806461137535	1246344	GB_GCA_030631995.1	t	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Heimdallarchaeaceae;g__UBA460;s__UBA460 sp030631995	not type material	none	f	24	24	70780	70780	none	0	none	none	none	0	none	none	none	none	none	none	none	none	10744	10744	f	f	t	15710	15710	Contig	ASM3063199v1	na	PRJNA950938	SAMN34049421	116	15710	none	2023-08-03	GCA_030631995.1	derived from metagenome	full	CSMAG_1408	cold seep	none	0	none	archaeon	none	na	none	none	none	none	none	none	2023-08-03	0	1906665	none	CSMAG_1408	Third Institute of Oceanography, Ministry of Natural Resources	1906665	d__Archaea;p__;c__;o__;f__;g__;s__	d__Archaea;x__unclassified Archaea;s__archaeon	0	1246344	none	none	na	1246344	0	DAOVKB000000000.1	1314	116	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	16	39	0
GB_GCA_021163045.1	Archaea	Asgardarchaeota	Njordarchaeia	Njordarchaeales	Njordarchaeaceae	Njordarchaeum	Njordarchaeum guaymasense	0	73.0	1.69	General	78.66	2.8	149	k__Archaea (UID2)	107	50.0	1354025	89.65331161564997	187	530408	35.1196127895967	1510290	GB_GCA_030587605.2	f	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Njordarchaeaceae;g__Njordarchaeum;s__Njordarchaeum guaymasense	not type material	none	f	46	46	48285	48285	none	0	none	none	none	0	none	none	none	none	none	none	none	none	8076	8076	f	f	t	10913	10913	Contig	ASM2116304v1	na	PRJNA713414	SAMN18353648	187	10913	Pacific Ocean: Mexico; Pescadero Basin	2021-12-10	GCA_021163045.1	derived from metagenome	full	AUK152	marine hydrothermal sediment	23.957043 N 108.862273 W	0	0	Thermoproteota archaeon	none	na	0	none	none	none	none	none	2021-12-10	0	2056631	0	AUK152	California Institute of Technology	2056631	d__Archaea;p__Thermoproteota;c__;o__;f__;g__;s__	d__Archaea;x__Thermoproteati;p__Thermoproteota;x__unclassified Thermoproteota;s__Thermoproteota archaeon	0	1510290	11	41	na	1510290	0	JAGGXM000000000.1	1548	187	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	17	41	0
